"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"284827-151";"https://dadosabertos.camara.leg.br/api/v2/votacoes/284827-151";"2010-02-03";"2010-02-03T17:11:01";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23078";"https://dadosabertos.camara.leg.br/api/v2/eventos/23078";"1";"0";"0";"0";"Aprovado o Requerimento dos Deputados José Genoíno (PT-SP) e João Almeida (PSDB-BA) que solicita a retirada de pauta deste projeto.";"";"";"2009-05-07T11:57:19";"Apresentação da REQ 4728/2009, pelo Dep. José Rocha e outros, que ""requer urgência para apreciação do Projeto de Lei nº 5.186, de 2005.""";"433424";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/433424"
"465470-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/465470-34";"2010-02-03";"2010-02-03T17:16:41";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23078";"https://dadosabertos.camara.leg.br/api/v2/eventos/23078";"1";"0";"0";"0";"Aprovado o Projeto de Lei nº 6.720, de 2010.";"2010-02-03T17:15:48";"Votação em turno único.";"2010-02-03T17:14:50";"Parecer proferido em Plenário pelo Relator, Dep. Mendes Ribeiro Filho (PMDB-RS), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do projeto.";"465697";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465697"
"465588-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/465588-2";"2010-02-03";"2010-02-03T17:14:36";"6547";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6547";"PL671609";"23069";"https://dadosabertos.camara.leg.br/api/v2/eventos/23069";"1";"0";"0";"0";"Aprovado por unanimidade o requerimento.";"";"";"2010-02-02T17:46:46";"Apresentação do REQ 9/2010 PL245207, pelo Dep. Luiz Sérgio, que ""propõe a realização de seminário para avaliar o projeto do BNDES de modernização da aviação civil brasileira.""";"0";""
"431609-57";"https://dadosabertos.camara.leg.br/api/v2/votacoes/431609-57";"2010-02-04";"2010-02-04T11:28:56";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. José Genoíno (PT-SP).";"2010-02-04T11:24:56";"Votação da Redação Final.";"2009-04-23T11:38:45";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"439370-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/439370-43";"2010-02-04";"2010-02-04T11:31:04";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Colbert Martins (PMDB-BA).";"2010-02-04T11:30:28";"Votação da Redação Final.";"2009-06-18T16:54:04";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"439371-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/439371-51";"2010-02-04";"2010-02-04T11:32:48";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Antonio Carlos Pannunzio (PSDB-SP).";"2010-02-04T11:32:03";"Votação da Redação Final.";"2009-06-18T16:54:57";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"442965-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/442965-45";"2010-02-04";"2010-02-04T11:34:23";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Benevides (PMDB-CE).";"2010-02-04T11:33:53";"Votação da Redação Final.";"2009-07-15T20:13:04";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"442967-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/442967-43";"2010-02-04";"2010-02-04T11:35:43";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. João Magalhães (PMDB-MG).";"2010-02-04T11:35:14";"Votação da Redação Final.";"2009-07-15T20:14:09";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"444793-44";"https://dadosabertos.camara.leg.br/api/v2/votacoes/444793-44";"2010-02-04";"2010-02-04T11:37:42";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Ortiz (PV-SP).";"2010-02-04T11:36:55";"Votação da Redação Final.";"2009-08-12T18:09:38";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"444836-32";"https://dadosabertos.camara.leg.br/api/v2/votacoes/444836-32";"2010-02-04";"2010-02-04T11:41:24";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Tadeu Filippelli (PMDB-DF).";"2010-02-04T11:38:30";"Votação da Redação Final.";"2009-08-12T18:37:13";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"449055-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/449055-47";"2010-02-04";"2010-02-04T11:43:00";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Benevides (PMDB-CE).";"2010-02-04T11:42:29";"Votação da Redação Final.";"2009-09-09T20:11:05";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"451543-56";"https://dadosabertos.camara.leg.br/api/v2/votacoes/451543-56";"2010-02-04";"2010-02-04T11:44:45";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Benevides (PMDB-CE).";"2010-02-04T11:44:17";"Votação da Redação Final.";"2009-09-18T11:11:16";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"451545-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/451545-53";"2010-02-04";"2010-02-04T11:46:06";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Eliseu Padilha (PMDB-RS).";"2010-02-04T11:45:36";"Votação da Redação Final.";"2009-09-18T11:13:07";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"456491-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/456491-33";"2010-02-04";"2010-02-04T11:48:23";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Maurício Rands (PT-PE).";"2010-02-04T11:48:14";"Votação da Redação Final.";"2009-10-21T19:24:43";"Apresentação do PDC 1971/2009, da Comissão de Relações Exteriores e de Defesa Nacional, que ""aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República de El Salvador sobre Cooperação no Domínio da Defesa, assinado em Brasília, em 24 de julho de 2007""";"0";""
"456492-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/456492-52";"2010-02-04";"2010-02-04T11:48:23";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Mauro Benevides (PMDB-CE).";"2010-02-04T11:48:14";"Votação da Redação Final.";"2009-10-21T19:25:15";"Apresentação do PDC 1972/2009, da Comissão de Relações Exteriores e de Defesa Nacional, que ""aprova o texto do Acordo entre os Governos da República Federativa do Brasil e da República da Colômbia para o Estabelecimento da Zona de Regime Especial Fronteiriço para as Localidades de Tabatinga (Brasil) e Letícia (Colômbia), celebrado em Bogotá, em 19 de setembro de 2008.""";"0";""
"431609-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/431609-55";"2010-02-04";"2010-02-04T11:24:42";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.476, de 2009.";"2010-02-04T11:24:25";"Votação em turno único.";"2009-04-23T11:38:45";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"439370-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/439370-41";"2010-02-04";"2010-02-04T11:30:13";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.661, de 2009.";"2010-02-04T11:29:58";"Votação em turno único.";"2009-06-18T16:54:04";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"439371-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/439371-49";"2010-02-04";"2010-02-04T11:31:56";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.662, de 2009.";"2010-02-04T11:31:42";"Votação em turno único.";"2009-06-18T16:54:57";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"442965-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/442965-43";"2010-02-04";"2010-02-04T11:33:46";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.673, de 2009.";"2010-02-04T11:33:34";"Votação em turno único.";"2009-07-15T20:13:04";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"442967-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/442967-41";"2010-02-04";"2010-02-04T11:35:06";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.675, de 2009.";"2010-02-04T11:34:55";"Votação em turno único.";"2009-07-15T20:14:09";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"444793-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/444793-42";"2010-02-04";"2010-02-04T11:36:44";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.740, de 2009.";"2010-02-04T11:36:34";"Votação em turno único.";"2009-08-12T18:09:38";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"444836-30";"https://dadosabertos.camara.leg.br/api/v2/votacoes/444836-30";"2010-02-04";"2010-02-04T11:38:23";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.742, de 2009.";"2010-02-04T11:38:12";"Votação em turno único.";"2009-08-12T18:37:13";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"449055-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/449055-45";"2010-02-04";"2010-02-04T11:42:16";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.805, de 2009.";"2010-02-04T11:42:04";"Votação em turno único.";"2009-09-09T20:11:05";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"451543-54";"https://dadosabertos.camara.leg.br/api/v2/votacoes/451543-54";"2010-02-04";"2010-02-04T11:44:07";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.809, de 2009.";"2010-02-04T11:43:51";"Votação em turno único.";"2009-09-18T11:11:16";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"451545-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/451545-51";"2010-02-04";"2010-02-04T11:45:29";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.810, de 2009.";"2010-02-04T11:45:15";"Votação em turno único.";"2009-09-18T11:13:07";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"456491-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/456491-31";"2010-02-04";"2010-02-04T11:47:17";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.971, de 2009.";"2010-02-04T11:47:05";"Votação em turno único.";"2009-10-21T19:24:43";"Apresentação do PDC 1971/2009, da Comissão de Relações Exteriores e de Defesa Nacional, que ""aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República de El Salvador sobre Cooperação no Domínio da Defesa, assinado em Brasília, em 24 de julho de 2007""";"0";""
"456492-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/456492-50";"2010-02-04";"2010-02-04T11:47:17";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23083";"https://dadosabertos.camara.leg.br/api/v2/eventos/23083";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 1.972, de 2009.";"2010-02-04T11:47:05";"Votação em turno único.";"2009-10-21T19:25:15";"Apresentação do PDC 1972/2009, da Comissão de Relações Exteriores e de Defesa Nacional, que ""aprova o texto do Acordo entre os Governos da República Federativa do Brasil e da República da Colômbia para o Estabelecimento da Zona de Regime Especial Fronteiriço para as Localidades de Tabatinga (Brasil) e Letícia (Colômbia), celebrado em Bogotá, em 19 de setembro de 2008.""";"0";""
"465739-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/465739-2";"2010-02-04";"2010-02-08T15:25:08";"6697";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6697";"CPI-DESA";"23085";"https://dadosabertos.camara.leg.br/api/v2/eventos/23085";"1";"0";"0";"0";"Aprovado por unanimidade, com Emenda Aditiva (aprovada em 09/02/10), da Dep. Bel Mesquita, onde, após a palavra ""participação"", inclua-se: ..."", junto a esta CPI para levantamento de toda a situação relativa aos desaparecimentos dos adolescentes.";"";"";"2010-02-03T19:32:42";"Apresentação do REQ 72/2010 CPI-DESA, pelo Dep. Vanderlei Macris, que ""requer ao Ministério da Justiça a participação do Departamento de Polícia Federal no esclarecimento das causas e identificação dos responsáveis nos desaparecimentos de adolescentes em Luziânia - GO.""";"0";""
"414367-153";"https://dadosabertos.camara.leg.br/api/v2/votacoes/414367-153";"2010-02-08";"2010-02-08T17:31:35";"4";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"MESA";"0";"";"1";"0";"0";"0";"Retirado o Req. 6604/09, em face do deferimento do requerimento REQ 6110/2009, nos termos do artigo 114, V, do RICD.";"";"";"2009-12-17T17:41:40";"Apresentação do Requerimento nº 6110/2009, pelo Deputado Sergio Petecão (PMN-AC), que requer a retirada do Requerimento nº 6064/2009.";"0";""
"459689-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/459689-38";"2010-02-09";"2010-02-09T17:19:31";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23097";"https://dadosabertos.camara.leg.br/api/v2/eventos/23097";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Eduardo Cunha (PMDB-RJ).";"2010-02-09T17:19:16";"Votação da Redação Final.";"2010-02-09T17:16:31";"Parecer proferido em Plenário pelo Relator, Dep. Eduardo Cunha (PMDB-RJ), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do projeto.";"465934";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465934"
"284827-156";"https://dadosabertos.camara.leg.br/api/v2/votacoes/284827-156";"2010-02-09";"2010-02-09T17:23:58";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Aprovado requerimento n. 4484/2006 dos Deputados Agnelo Queiroz e Devair Ribeiro, Liderança do PT, Mendes Ribeiro Filho, Liderança do PMDB, Arnaldo Faria de Sá, Liderança do PTB, José Rocha, Liderança do PR, Lobe Neto, Liderança do PSDB, Benedito Lira, Liderança do PP, Miro Teixeira, Liderança do PDT, Fernando Coruja, Liderança do Bloco PV/PPS, e Ivan Valente, Liderança do PSOL, que requer Urgência Urgentíssima para o Projeto de Lei nº 5.186, de 2005, que ""Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências"".";"";"";"2009-05-07T11:57:19";"Apresentação da REQ 4728/2009, pelo Dep. José Rocha e outros, que ""requer urgência para apreciação do Projeto de Lei nº 5.186, de 2005.""";"433424";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/433424"
"460578-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/460578-6";"2010-02-09";"2010-02-09T17:07:57";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23097";"https://dadosabertos.camara.leg.br/api/v2/eventos/23097";"1";"0";"0";"0";"Aprovado o Requerimento.";"";"";"2009-11-18T22:19:54";"Apresentação da REQ 5915/2009, pelo Dep. Henrique Fontana e outros, que ""requer, nos termos do Art. 155 do Regimentos Interno, urgência para apreciação do PL - 6417/2009, de autoria do Poder Executivo, que ""concede promo9ção 'post mortem"" ao diplomata conhecido como ""Vinicius de Moraes"".""";"0";""
"459689-36";"https://dadosabertos.camara.leg.br/api/v2/votacoes/459689-36";"2010-02-09";"2010-02-09T17:18:21";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23097";"https://dadosabertos.camara.leg.br/api/v2/eventos/23097";"1";"0";"0";"0";"Aprovado o Projeto de Lei nº 6.417, de 2009.";"2010-02-09T17:16:51";"Votação em turno único.";"2010-02-09T17:16:31";"Parecer proferido em Plenário pelo Relator, Dep. Eduardo Cunha (PMDB-RJ), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do projeto.";"465934";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465934"
"338572-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/338572-10";"2010-02-09";"2010-02-09T17:23:56";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"23097";"https://dadosabertos.camara.leg.br/api/v2/eventos/23097";"1";"0";"0";"0";"Aprovado o Requerimento.";"";"";"2006-12-13T19:41:18";"Apresentação da REQ 4484/2006, pelo Dep. Agnelo Queiroz e outros, que ""requer Urgência Urgentíssima para o Projeto de Lei nº 5.186, de 2005, que ""Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências"".""
DCD de 14 12 06 PÁG 55363 COL 01";"0";""
