"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"522364-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522364-51";"2012-02-14";"2012-02-14T17:38:43";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovada a Medida Provisória n.º 544/11, na forma do Projeto de Lei de Conversão apresentado, ressalvados os destaques.";"2012-02-14T17:36:39";"Votação, quanto ao mérito, em turno único.";"2012-02-14T17:19:51";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Carlinhos Almeida (PT/SP), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas a ela apresentadas; e, no mérito, pela aprovação desta Medida Provisória e das Emendas de nºs. 3, 6, 8, 12, 14, 17, 27 e 28, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26 e 30. (A Emenda de n.º de 29 foi indeferida liminarmente).";"534612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534612"
"522364-56";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522364-56";"2012-02-14";"2012-02-14T17:51:59";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"0";"0";"0";"0";"Rejeitada a Emenda n.º 10.";"2012-02-14T17:43:25";"Votação da Emenda nº 10, objeto do Destaque para votação em separado da bancada do PSDB.";"2012-02-14T17:19:51";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Carlinhos Almeida (PT/SP), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas a ela apresentadas; e, no mérito, pela aprovação desta Medida Provisória e das Emendas de nºs. 3, 6, 8, 12, 14, 17, 27 e 28, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26 e 30. (A Emenda de n.º de 29 foi indeferida liminarmente).";"534612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534612"
"522364-60";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522364-60";"2012-02-14";"2012-02-14T18:01:48";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"0";"0";"0";"0";"Rejeitada a Emenda n.º 11.";"2012-02-14T17:52:12";"Votação da Emenda nº 11, objeto do Destaque para votação em separado da bancada do PSDB.";"2012-02-14T17:19:51";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Carlinhos Almeida (PT/SP), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas a ela apresentadas; e, no mérito, pela aprovação desta Medida Provisória e das Emendas de nºs. 3, 6, 8, 12, 14, 17, 27 e 28, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26 e 30. (A Emenda de n.º de 29 foi indeferida liminarmente).";"534612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534612"
"522364-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522364-63";"2012-02-14";"2012-02-14T18:22:21";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"0";"0";"0";"0";"Rejeitada a Emenda n.º 15.";"2012-02-14T18:02:36";"Votação da Emenda nº 15, objeto do Destaque para votação em separado da bancada do PSDB.";"2012-02-14T17:19:51";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Carlinhos Almeida (PT/SP), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas a ela apresentadas; e, no mérito, pela aprovação desta Medida Provisória e das Emendas de nºs. 3, 6, 8, 12, 14, 17, 27 e 28, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26 e 30. (A Emenda de n.º de 29 foi indeferida liminarmente).";"534612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534612"
"522364-66";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522364-66";"2012-02-14";"2012-02-14T18:40:11";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"0";"0";"0";"0";"Rejeitada a Emenda n.º 24.";"2012-02-14T18:22:50";"Votação da Emenda nº 24, objeto do Destaque para votação em separado da bancada do Bloco PV/PPS.";"2012-02-14T17:19:51";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Carlinhos Almeida (PT/SP), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas a ela apresentadas; e, no mérito, pela aprovação desta Medida Provisória e das Emendas de nºs. 3, 6, 8, 12, 14, 17, 27 e 28, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26 e 30. (A Emenda de n.º de 29 foi indeferida liminarmente).";"534612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534612"
"522364-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522364-68";"2012-02-14";"2012-02-14T18:40:34";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep.Carlinhos Almeida (PT/SP).";"2012-02-14T18:40:18";"Votação da Redação Final.";"2012-02-14T17:19:51";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Carlinhos Almeida (PT/SP), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas a ela apresentadas; e, no mérito, pela aprovação desta Medida Provisória e das Emendas de nºs. 3, 6, 8, 12, 14, 17, 27 e 28, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1, 2, 4, 5, 7, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26 e 30. (A Emenda de n.º de 29 foi indeferida liminarmente).";"534612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534612"
"522365-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-52";"2012-02-14";"2012-02-14T19:20:54";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer do Relator, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2012-02-14T19:19:04";"Votação preliminar em turno único.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
"522365-54";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-54";"2012-02-14";"2012-02-14T19:21:32";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 545/11, na forma do Projeto de Lei de Conversão apresentado, ressalvados os destaques.";"2012-02-14T19:21:01";"Votação, quanto ao mérito, em turno único.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
"522365-57";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-57";"2012-02-14";"2012-02-14T19:25:37";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovada a Emenda.";"2012-02-14T19:22:11";"Votação da Emenda nº 35, objeto do Destaque para votação em separado da bancada do Bloco PV/PPS.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
"522365-60";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-60";"2012-02-14";"2012-02-14T19:27:26";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovada a Emenda.";"2012-02-14T19:26:19";"Votação da Emenda nº 44, objeto do Destaque para votação em separado da bancada do PSDB.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
"522365-63";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-63";"2012-02-14";"2012-02-14T19:38:53";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"0";"0";"0";"0";"Mantido o texto.";"2012-02-14T19:27:51";"Votação do art. 24 do Projeto de Lei de Conversão apresentado, objeto do Destaque para votação em separado da bancada do PSDB.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
"522365-66";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-66";"2012-02-14";"2012-02-14T19:48:10";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"0";"0";"0";"0";"Rejeitada a Emenda.";"2012-02-14T19:43:59";"Votação da Emenda nº 30, objeto do Destaque para votação em separado da bancada do PSDB.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
"522365-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/522365-68";"2012-02-14";"2012-02-14T19:48:44";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"28195";"https://dadosabertos.camara.leg.br/api/v2/eventos/28195";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Júnior Coimbra (PMDB/TO).";"2012-02-14T19:48:22";"Votação da Redação Final.";"2012-02-14T18:55:06";"Parecer proferido em Plenário e entregue à Mesa pelo Relator, Dep. Júnior Coimbra (PMDB/TO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária desta Medida Provisória e das Emendas de nºs 1 a 23, 25 a 47, 49 a 53, 58 a 60 e 63 a 70; e, no mérito, pela aprovação desta Medida Provisória e pela aprovação parcial da Emenda de nº 31, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das Emendas de nºs. 1 a 23, 25 a 30, 32 a 47, 49 a 53, 58 a 60 e 63 a 70. (As Emendas de n.ºs de 48, 54, 55, 56, 57, 61 e 62 foram indeferidas liminarmente).";"534629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/534629"
