"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"394903-56";"https://dadosabertos.camara.leg.br/api/v2/votacoes/394903-56";"2011-02-10";"2011-02-10T10:49:16";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T10:48:57";"Votação da Redação Final.";"2008-05-15T10:27:48";"Apresentação do Projeto de Decreto Legislativo.";"0";""
"474651-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/474651-40";"2011-02-10";"2011-02-10T10:53:29";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 2.546, de 2010.";"2011-02-10T10:53:20";"Votação em turno único.";"2010-04-28T14:31:15";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2546/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e     o Governo dos Estados Unidos Mexicanos    sobre a Concessão de Autorização de Trabalho para Dependentes de Agentes Diplomáticos, Funcionários Consulares e Pessoal Técnico e Administrativo de Missões Diplomáticas e Consulares Acreditados no outro País, celebrado em Brasília, em 23 de julho de 2009"".";"0";""
"474651-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/474651-42";"2011-02-10";"2011-02-10T10:53:42";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Eduardo Cunha (PMDB-RJ).";"2011-02-10T10:53:37";"Votação da Redação Final.";"2010-04-28T14:31:15";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2546/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e     o Governo dos Estados Unidos Mexicanos    sobre a Concessão de Autorização de Trabalho para Dependentes de Agentes Diplomáticos, Funcionários Consulares e Pessoal Técnico e Administrativo de Missões Diplomáticas e Consulares Acreditados no outro País, celebrado em Brasília, em 23 de julho de 2009"".";"0";""
"478151-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/478151-49";"2011-02-10";"2011-02-10T10:59:33";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 2.643, de 2010.";"2011-02-10T10:59:25";"Votação em turno único.";"2010-12-14T17:52:33";"Apresentação da Mensagem de Acordos, convênios, tratados e atos internacionais n. 690/2010, pelo Poder Executivo, que: ""Submete à consideração do Congresso Nacional textos, revisados, da Convenção sobre Garantias Internacionais Incidentes sobre Equipamentos Móveis e do Protocolo à Convenção Relativo a Questões Específicas ao Equipamento Aeronáutico, concluídos na Cidade do Cabo, em 16 de novembro de 2001, bem como o Ato Final da Conferência Diplomática para a Adoção da Convenção e do Protocolo e as declarações que o Brasil deverá fazer quando aderir à Convenção e ao Protocolo"".";"489412";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489412"
"482731-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/482731-41";"2011-02-10";"2011-02-10T11:00:44";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 2.827, de 2010.";"2011-02-10T11:00:35";"Votação em turno único.";"2010-07-07T14:56:52";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2827/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo Bilateral sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Estado de Israel, celebrado em Brasília, no dia 22 de julho de 2009"".";"0";""
"482731-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/482731-43";"2011-02-10";"2011-02-10T11:00:58";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T11:00:52";"Votação da Redação Final.";"2010-07-07T14:56:52";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2827/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo Bilateral sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Estado de Israel, celebrado em Brasília, no dia 22 de julho de 2009"".";"0";""
"484457-37";"https://dadosabertos.camara.leg.br/api/v2/votacoes/484457-37";"2011-02-10";"2011-02-10T11:01:47";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 2.834, de 2010.";"2011-02-10T11:01:39";"Votação em turno único.";"2010-08-04T17:28:38";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2834/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo Bilateral de Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República de Cingapura, celebrado em Brasília, em 25 de novembro de 2008"".";"0";""
"484457-39";"https://dadosabertos.camara.leg.br/api/v2/votacoes/484457-39";"2011-02-10";"2011-02-10T11:01:58";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T11:01:53";"Votação da Redação Final.";"2010-08-04T17:28:38";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2834/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo Bilateral de Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República de Cingapura, celebrado em Brasília, em 25 de novembro de 2008"".";"0";""
"480771-37";"https://dadosabertos.camara.leg.br/api/v2/votacoes/480771-37";"2011-02-10";"2011-02-10T11:03:15";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo n º 2.768, de 2010.";"2011-02-10T11:03:07";"Votação em turno único.";"2010-06-10T15:16:55";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2768/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel na Área do Turismo, celebrado em Brasília, em 11 de novembro de 2009"".";"0";""
"480771-39";"https://dadosabertos.camara.leg.br/api/v2/votacoes/480771-39";"2011-02-10";"2011-02-10T11:03:28";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T11:03:23";"Votação da Redação Final.";"2010-06-10T15:16:55";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2768/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel na Área do Turismo, celebrado em Brasília, em 11 de novembro de 2009"".";"0";""
"487600-32";"https://dadosabertos.camara.leg.br/api/v2/votacoes/487600-32";"2011-02-10";"2011-02-10T11:04:09";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 2.912, de 2010.";"2011-02-10T11:04:01";"Votação em turno único.";"2010-11-24T16:00:23";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2912/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República Francesa na Área de Submarinos, celebrado no Rio de Janeiro, em 23 de dezembro de 2008"".";"0";""
"475692-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/475692-49";"2011-02-10";"2011-02-10T11:06:09";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovado o Projeto de Decreto Legislativo nº 2.588, de 2010.";"2011-02-10T11:06:00";"Votação em turno único.";"2010-05-05T16:24:14";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2588/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto da Decisão XXXVIII/D/453, da XXXVIII Reunião de Ministros da Organização Latino-Americana de Energia, realizada em Medellín, Colômbia, em 30 de novembro de 2007"".";"0";""
"475692-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/475692-51";"2011-02-10";"2011-02-10T11:06:24";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T11:06:19";"Votação da Redação Final.";"2010-05-05T16:24:14";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2588/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto da Decisão XXXVIII/D/453, da XXXVIII Reunião de Ministros da Organização Latino-Americana de Energia, realizada em Medellín, Colômbia, em 30 de novembro de 2007"".";"0";""
"478151-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/478151-51";"2011-02-10";"2011-02-10T11:19:43";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T10:59:47";"Votação da Redação Final.";"2010-12-14T17:52:33";"Apresentação da Mensagem de Acordos, convênios, tratados e atos internacionais n. 690/2010, pelo Poder Executivo, que: ""Submete à consideração do Congresso Nacional textos, revisados, da Convenção sobre Garantias Internacionais Incidentes sobre Equipamentos Móveis e do Protocolo à Convenção Relativo a Questões Específicas ao Equipamento Aeronáutico, concluídos na Cidade do Cabo, em 16 de novembro de 2001, bem como o Ato Final da Conferência Diplomática para a Adoção da Convenção e do Protocolo e as declarações que o Brasil deverá fazer quando aderir à Convenção e ao Protocolo"".";"489412";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489412"
"487600-36";"https://dadosabertos.camara.leg.br/api/v2/votacoes/487600-36";"2011-02-10";"2011-02-10T11:32:10";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25006";"https://dadosabertos.camara.leg.br/api/v2/eventos/25006";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Couto (PT-PB).";"2011-02-10T11:13:05";"Votação da Redação Final.";"2010-11-24T16:00:23";"Apresentação do Projeto de Decreto Legislativo de Acordos, tratados ou atos internacionais n. 2912/2010, pela Comissão de Relações Exteriores e de Defesa Nacional, que: ""Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República Francesa na Área de Submarinos, celebrado no Rio de Janeiro, em 23 de dezembro de 2008"".";"0";""
"485262-115";"https://dadosabertos.camara.leg.br/api/v2/votacoes/485262-115";"2011-02-15";"2011-02-15T20:15:14";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25011";"https://dadosabertos.camara.leg.br/api/v2/eventos/25011";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer do Relator, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2011-02-15T20:27:26";"Votação preliminar em turno único.";"2011-02-15T20:55:49";"Parecer às Emendas do Senado Federal proferido em Plenário e entregue à Mesa pelo Relator, Dep. Jovair Arantes (PTB-GO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de n.º 1 a 7.";"0";""
"485262-117";"https://dadosabertos.camara.leg.br/api/v2/votacoes/485262-117";"2011-02-15";"2011-02-15T20:17:36";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25011";"https://dadosabertos.camara.leg.br/api/v2/eventos/25011";"1";"0";"0";"0";"Aprovadas as Emendas do Senado Federal de n.º 1 a 7, ressalvados os Destaques.";"2011-02-15T20:16:23";"Votação, quanto ao mérito, em turno único.";"2011-02-15T20:55:49";"Parecer às Emendas do Senado Federal proferido em Plenário e entregue à Mesa pelo Relator, Dep. Jovair Arantes (PTB-GO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de n.º 1 a 7.";"0";""
"485262-119";"https://dadosabertos.camara.leg.br/api/v2/votacoes/485262-119";"2011-02-15";"2011-02-15T20:24:57";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25011";"https://dadosabertos.camara.leg.br/api/v2/eventos/25011";"1";"0";"0";"0";"Aprovada a Emenda de n.º 4, objeto do Destaque para votação em separado da bancada do DEM.";"2011-02-15T20:16:23";"Votação, quanto ao mérito, em turno único.";"2011-02-15T20:55:49";"Parecer às Emendas do Senado Federal proferido em Plenário e entregue à Mesa pelo Relator, Dep. Jovair Arantes (PTB-GO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de n.º 1 a 7.";"0";""
"485262-123";"https://dadosabertos.camara.leg.br/api/v2/votacoes/485262-123";"2011-02-15";"2011-02-15T20:28:59";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25011";"https://dadosabertos.camara.leg.br/api/v2/eventos/25011";"1";"0";"0";"0";"Aprovada a Emenda de n.º 5.";"2011-02-15T20:25:19";"Votação da Emenda de nº 5, objeto do Destaque para votação em separado da bancada do DEM.";"2011-02-15T20:55:49";"Parecer às Emendas do Senado Federal proferido em Plenário e entregue à Mesa pelo Relator, Dep. Jovair Arantes (PTB-GO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de n.º 1 a 7.";"0";""
"485262-126";"https://dadosabertos.camara.leg.br/api/v2/votacoes/485262-126";"2011-02-15";"2011-02-15T20:35:00";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25011";"https://dadosabertos.camara.leg.br/api/v2/eventos/25011";"1";"0";"0";"0";"Aprovada a Emenda de n.º 6.";"2011-02-15T20:30:01";"Votação da Emenda nº 6, objeto do Destaque para votação em separado da bancada do  PPS.";"2011-02-15T20:55:49";"Parecer às Emendas do Senado Federal proferido em Plenário e entregue à Mesa pelo Relator, Dep. Jovair Arantes (PTB-GO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de n.º 1 a 7.";"0";""
"485262-128";"https://dadosabertos.camara.leg.br/api/v2/votacoes/485262-128";"2011-02-15";"2011-02-15T20:35:38";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"25011";"https://dadosabertos.camara.leg.br/api/v2/eventos/25011";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep. Jovair Arantes (PTB-GO).";"2011-02-15T20:35:12";"Votação da Redação Final.";"2011-02-15T20:55:49";"Parecer às Emendas do Senado Federal proferido em Plenário e entregue à Mesa pelo Relator, Dep. Jovair Arantes (PTB-GO), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e técnica legislativa; pela adequação financeira e orçamentária; e, no mérito, pela aprovação das Emendas de n.º 1 a 7.";"0";""
