"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2166298-19";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166298-19";"2018-02-27";"2018-02-27T22:07:26";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Aprovado requerimento dos Líderes que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 9.357/2017.";"";"";"2017-12-19T17:44:00";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 7955/2017, pelo Líderes, que: ""Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 9.357/2017.
"".";"2166800";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2166800"
"2152544-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-38";"2018-02-27";"2018-02-27T18:22:33";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-27T18:14:40";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita votação nominal do Requerimento de retirada de pauta desta Medida Provisória.";"";"";"0";""
"2152544-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-42";"2018-02-27";"2018-02-27T18:29:25";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-27T18:22:56";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita a retirada de pauta desta Medida Provisória.";"";"";"0";""
"2152544-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-49";"2018-02-27";"2018-02-27T18:58:45";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"1";"0";"0";"0";"Aprovado o Requerimento.";"2018-02-27T18:53:15";"Votação do Requerimento dos Srs. Líderes que solicita o encerramento da discussão e do encaminhamento da votação.";"";"";"0";""
"2152544-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-53";"2018-02-27";"2018-02-27T19:07:13";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-27T18:59:00";"Votação do Requerimento da Dep. Alice Portugal (PCdoB-BA), que solicita o adiamento da votação por uma sessão.";"";"";"0";""
"2152544-56";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-56";"2018-02-27";"2018-02-27T19:25:21";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-27T19:09:10";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita votação da matéria artigo por artigo.";"";"";"0";""
"2152544-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-58";"2018-02-27";"2018-02-27T19:42:46";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2018-02-27T19:37:00";"Votação preliminar em turno único.";"";"";"0";""
"2152544-60";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-60";"2018-02-27";"2018-02-27T19:47:02";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50742";"https://dadosabertos.camara.leg.br/api/v2/eventos/50742";"0";"0";"0";"0";"Rejeitadas as Emendas de nºs 1 a 10, com parecer pela rejeição.";"2018-02-27T19:43:05";"Votação, quanto ao mérito, em turno único.";"";"";"0";""
"2152544-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-65";"2018-02-27";"2018-02-27T20:49:16";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-27T20:35:58";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita a retirada de pauta desta Medida Provisória.";"";"";"0";""
"2152544-66";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-66";"2018-02-27";"2018-02-27T20:55:45";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 801 de 2017, ressalvados os destaques.";"2018-02-27T20:35:58";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita a retirada de pauta desta Medida Provisória.";"";"";"0";""
"2152544-69";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-69";"2018-02-27";"2018-02-27T21:10:00";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"0";"0";"0";"0";"Rejeitada a Emenda nº 10.";"2018-02-27T20:56:13";"Votação da Emenda nº 10, objeto do destaque para votação em separado da bancada do PDT - DTQ 1.";"";"";"0";""
"2152544-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-73";"2018-02-27";"2018-02-27T21:41:41";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"0";"128";"240";"1";"Rejeitada a Emenda nº 6. Sim: 128; não: 240; total: 368.";"2018-02-27T21:10:43";"Votação da Emenda nº 6, objeto do destaque para votação em separado da bancada do PT - DTQ 4.";"";"";"0";""
"2152544-77";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-77";"2018-02-27";"2018-02-27T22:05:47";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"0";"0";"0";"0";"Rejeitada a Emenda nº 9.";"2018-02-27T21:42:36";"Votação da Emenda nº 9, objeto do destaque para votação em separado da bancada do PSOL - DTQ 8.";"";"";"0";""
"2166800-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166800-10";"2018-02-27";"2018-02-27T22:07:23";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"";"";"2017-12-19T17:44:00";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 7955/2017, pelo Líderes, que: ""Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 9.357/2017.
"".";"0";""
"2166298-18";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166298-18";"2018-02-27";"2018-02-27T22:07:25";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"0";"";"1";"0";"0";"0";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 7955/2017 => PL 9357/2017.";"";"";"2017-12-19T17:44:00";"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 7955/2017, pelo Líderes, que: ""Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 9.357/2017.
"".";"2166800";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2166800"
"2152544-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2152544-79";"2018-02-27";"2018-02-27T22:14:26";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Dep. Delegado Edson Moreira.";"2018-02-27T22:12:40";"Votação da Redação Final.";"";"";"0";""
"2153038-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-35";"2018-02-27";"2018-02-27T22:29:05";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2018-02-27T22:24:35";"Votação preliminar em turno único.";"";"";"0";""
"2153038-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-38";"2018-02-27";"2018-02-27T22:56:05";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 802 de 2017, na forma do Projeto de Lei de Conversão nº 1 de 2018, ressalvados os destaques.";"2018-02-27T22:53:56";"Votação, quanto ao mérito, em turno único.";"";"";"0";""
"2153038-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-41";"2018-02-27";"2018-02-27T23:00:08";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Emenda nº 27.";"2018-02-27T22:59:35";"Votação da Emenda nº 27, objeto do destaque para votação em separado da bancada do PDT - DTQ 3.";"";"";"0";""
"2153038-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-43";"2018-02-27";"2018-02-27T23:02:59";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"0";"0";"0";"0";"Suprimido o texto.";"2018-02-27T23:01:17";"Votação do § 8º do art. 3º do Projeto de Lei de Conversão 1/18 apresentado à Medida Provisória 802/17, objeto do destaque para votação em separado da bancada do PSDB - DTQ 1.";"";"";"0";""
"2153038-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-45";"2018-02-27";"2018-02-27T23:04:32";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Relator, Dep Otavio Leite (PSDB-RJ).";"2018-02-27T23:04:05";"Votação da Redação Final.";"";"";"0";""
"2153038-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-47";"2018-02-27";"2018-02-27T23:06:13";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Emenda de Redação nº 1.";"2018-02-27T23:01:17";"Votação do § 8º do art. 3º do Projeto de Lei de Conversão 1/18 apresentado à Medida Provisória 802/17, objeto do destaque para votação em separado da bancada do PSDB - DTQ 1.";"";"";"0";""
"2153038-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153038-48";"2018-02-27";"2018-02-27T23:06:39";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50750";"https://dadosabertos.camara.leg.br/api/v2/eventos/50750";"1";"0";"0";"0";"Aprovada a Emenda de Redação nº 2.";"2018-02-27T23:01:17";"Votação do § 8º do art. 3º do Projeto de Lei de Conversão 1/18 apresentado à Medida Provisória 802/17, objeto do destaque para votação em separado da bancada do PSDB - DTQ 1.";"";"";"0";""
"2153525-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153525-50";"2018-02-28";"2018-02-28T13:10:32";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50755";"https://dadosabertos.camara.leg.br/api/v2/eventos/50755";"1";"0";"0";"0";"Aprovada a Redação Final assinada pelo Dep. Delegado Edson Moreira";"2018-02-28T13:10:13";"Votação da Redação Final.";"2018-02-27T18:05:39";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 8133/2018, pelo Deputado Professor Victório Galli (PSC-MT), que: ""Requer inclusão na Ordem do Dia da MP 803/2017, que 'Prorroga o prazo de adesão ao Programa de Regularização Tributária Rural (PRR)'"".";"2168467";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168467"
"2168389-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2168389-2";"2018-02-28";"2018-03-01T11:17:44";"537859";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537859";"CEPAZ";"50740";"https://dadosabertos.camara.leg.br/api/v2/eventos/50740";"1";"0";"0";"0";"Aprovado.";"";"";"2018-02-27T11:48:31";"Apresentação do Requerimento n. 4/2018, pela Deputada Keiko Ota (PSB-SP), que: ""Requer a inclusão dos seguintes convidados para a audiência pública sobre a Cultura de Paz nas escolas, conforme Requerimento nº 2/2017: Sr. Denys Munhoz Marsiglia, Diretor da Escola Estadual Professor Alvino Bittencourt, de São Paulo/SP; Sra. Carla Pietro Contieri, Diretora da Escola Estadual Professor Salvador Rocco, de São Paulo/SP; Sra. Florisa Fernandes Barros Navarro, professora da Escola Estadual Professor Salvador Rocco, de São Paulo/SP; Sr. Samuel de Jesus Pereira: professor da Escola Municipal de Ensino Fundamental João Amós Comenius, de São Paulo/SP; Sr. Marcos Rogério Silvestri Vaz Pinto: Superintendente das atividades dos educadores, da Seicho-no-ie de São Paulo/SP; Sr. Nei Alberto Salles Filho, professor adjunto da Universidade Estadual de Ponta Grossa - UEPG/PR; Sr. Robson Rodovalho, fundador, Bispo e Presidente do Ministério Sara Nossa Terra"".";"0";""
"2153525-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153525-40";"2018-02-28";"2018-02-28T12:39:46";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50755";"https://dadosabertos.camara.leg.br/api/v2/eventos/50755";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-28T12:31:55";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita votação nominal para Requerimento de votação da matéria artigo por artigo.";"2018-02-27T18:05:39";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 8133/2018, pelo Deputado Professor Victório Galli (PSC-MT), que: ""Requer inclusão na Ordem do Dia da MP 803/2017, que 'Prorroga o prazo de adesão ao Programa de Regularização Tributária Rural (PRR)'"".";"2168467";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168467"
"2153525-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153525-43";"2018-02-28";"2018-02-28T12:48:45";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50755";"https://dadosabertos.camara.leg.br/api/v2/eventos/50755";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-28T12:40:55";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita votação da matéria artigo por artigo.";"2018-02-27T18:05:39";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 8133/2018, pelo Deputado Professor Victório Galli (PSC-MT), que: ""Requer inclusão na Ordem do Dia da MP 803/2017, que 'Prorroga o prazo de adesão ao Programa de Regularização Tributária Rural (PRR)'"".";"2168467";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168467"
"2153525-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153525-46";"2018-02-28";"2018-02-28T13:05:20";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50755";"https://dadosabertos.camara.leg.br/api/v2/eventos/50755";"1";"0";"0";"0";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2018-02-28T13:00:03";"Votação preliminar em turno único.";"2018-02-27T18:05:39";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 8133/2018, pelo Deputado Professor Victório Galli (PSC-MT), que: ""Requer inclusão na Ordem do Dia da MP 803/2017, que 'Prorroga o prazo de adesão ao Programa de Regularização Tributária Rural (PRR)'"".";"2168467";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168467"
"2153525-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2153525-48";"2018-02-28";"2018-02-28T13:09:43";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50755";"https://dadosabertos.camara.leg.br/api/v2/eventos/50755";"1";"0";"0";"0";"Aprovada a Medida Provisória nº 803 de 2017, na forma do Projeto de Lei de Conversão nº 2 de 2018.";"2018-02-28T13:05:56";"Votação, quanto ao mérito, em turno único.";"2018-02-27T18:05:39";"Apresentação do Requerimento de Inclusão na Ordem do Dia n. 8133/2018, pelo Deputado Professor Victório Galli (PSC-MT), que: ""Requer inclusão na Ordem do Dia da MP 803/2017, que 'Prorroga o prazo de adesão ao Programa de Regularização Tributária Rural (PRR)'"".";"2168467";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168467"
"2163149-30";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2163149-30";"2018-02-28";"2018-02-28T16:52:28";"180";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"PLEN";"50759";"https://dadosabertos.camara.leg.br/api/v2/eventos/50759";"0";"0";"0";"0";"Rejeitado o Requerimento.";"2018-02-28T16:46:58";"Votação do Requerimento do Dep. Ivan Valente (PSOL-SP), que solicita votação nominal para o Requerimento de retirada de pauta deste Projeto de Lei.";"2017-11-23T17:40:00";"Apresentação do Projeto de Lei n. 9160/2017, pelo Senado Federal, que: ""Altera os arts. 155 e 157 do Decreto-Lei nº 2.848, de 7 dezembro de 1940 (Código Penal), para dispor sobre os crimes de furto qualificado e de roubo quando envolvam explosivos e do crime de roubo praticado com emprego de arma de fogo ou do qual resulte lesão corporal grave"".";"0";""
